0.0	-0.0
0.0	1.0
0.0	2.0
0.0	3.0
0.0	4.0
0.0	5.0
0.0	6.0
0.0	7.0
0.0	8.0
0.0	9.0
0.0	9.984807753012205
0.05700335722094607	10.96796436701554
0.17081892680952393	11.946173100626204
0.3410650600100489	12.916153803796746
0.5671708839170613	13.874653916884
0.8483782157383537	14.81845937720032
1.109246568174843	15.538717519487193
1.518380878749639	16.186354149661824
2.127047106177578	16.80241049740011
2.829876157924282	17.30840587684623
3.607207511834268	17.690185874002275
4.437296562632994	17.937070802145065
5.414827557377777	18.05656751635189
6.3976364089559965	18.119281722497426
7.382427542108111	18.125003125989927
8.365898734546441	18.073712541699187
9.344752190036182	17.96558195828846
10.315705596634956	17.800973961498535
11.275503133010048	17.58044051831756
12.235511063517336	17.3004677100609
13.195518994024624	17.02049490180424
14.155526924531912	16.740522093547582
14.890935665047174	16.52605047955815
15.888636159253593	16.458273463835518
16.886336653460013	16.390496448112884
17.884037147666433	16.32271943239025
18.74807112101748	16.26402281498175
19.60980287752779	16.350152831942466
20.445126845225268	16.578700133370738
21.23067616792615	16.94327147289728
21.944476355781447	17.433668548559183
22.56655998659504	18.03617328403749
23.02030441198717	18.653376723155446
23.331267551469935	19.3534667278809
23.528909706548028	20.318238145849442
23.782064092247552	21.269951951252125
24.089881825971403	22.205416837390594
24.37103915960607	22.917999915057266
24.527812368686014	23.890249096752846
24.740599163038993	24.851793734584042
24.949133719744182	25.58890799132667
25.007955988240177	26.57195745657343
25.123581217435984	27.5499539375315
25.25740494891337	28.30421867734567
25.21768729176906	29.288225190588303
25.23499320494433	30.2728808744505
25.29276613944438	31.036743674220666
25.15277953695555	32.02689707199478
25.012792934466724	33.017050469768904
24.872806331977905	34.007203867543026
24.8	35
24.8	36
25	37
